,CAND_ID,numdonat
1122,S0IL00568,2
1123,H6TX34031,2
1124,H8MI02113,1
1125,H0OH05074,29
1126,S2MD00529,1
1127,H6TN01388,6
1128,H6NY11174,1
1129,H0AL01089,6
1130,H0IL06060,223
1131,H0CA45129,90
1132,H0PA17115,137
1133,H0MA04176,140
1134,H8TX29052,16
1135,H0OH10116,121
1136,H8NY22151,209
1137,H0NY15269,1
1138,H0TX13129,10
1139,S6AL00195,63
1140,H0TX33010,2
1141,S4OR00156,3
1142,H8IL13150,534
1143,H0NY14296,134
1144,H0MA06148,3
1145,H4MA05084,67
1146,H0NM03136,43
1147,H8OH01043,193
1148,H0NY14254,11
1149,H0ID01311,18
1150,H0CA48198,183
1151,H8FL01107,15
1152,H8NY11113,450
1153,P80001571,688
1154,H6MD06212,2
1155,H0FL03175,44
1156,H0NY10070,41
1157,H6OR04047,34
1158,H8IN07184,33
1159,H0NC11191,7
1160,H0PA07132,47
1161,S0TN00318,1
1162,H0TN03452,4
1163,H8CA49074,81
1164,H0FL19155,6
1165,H0CA16138,18
1166,H8CA12171,36
1167,S0ME00111,708
1168,H0TX28077,20
1169,H4VA08224,74
1170,H0CA17193,20
1171,H0FL22084,4
1172,H2CA50026,9
1173,S0GA00401,24
1174,H2TN05131,24
1175,H8CA09144,1
1176,H0IL05096,19
1177,H6CA20152,36
1178,H8OH11141,8
1179,S0MA00182,3
1180,H0NC11183,1
1181,H6OR02116,5
1182,H0MO02254,84
1183,H6FL13148,158
1184,H8NV02095,1
1185,H0VA02092,7
1186,H0CA45103,8
1187,H8CA25074,204
1188,S0NC00202,3558
1189,H0TX23177,1
1190,H0CO03165,2
1191,H0MI03316,36
1192,H8OH12297,2
1193,H4CA12055,495
1194,P00014357,5
1195,H0AZ02190,8
1196,H4CA25123,4
1197,S0MT00132,64
1198,H0TX32103,1
1199,H0OH11098,5
1200,H2UT02324,38
1201,H0VA09055,7
1202,H0MI06152,70
1203,S0KS00091,17
1204,H0OH15149,1
1205,H0NY27132,9
1206,H0SC07029,5
1207,H6WI03099,20
1208,S8FL00273,13
1209,S4HI00136,45
1210,H8CA22154,2
1211,H2KY04121,34
1212,H2TX35011,20
1213,H8PA13125,23
1214,S0NH00219,658
1215,H0GA07125,8
1216,H8TX31033,1
1217,H0TX24183,3
1218,H6MS01131,54
1219,H0NY15186,2
1220,H8NY10081,8
1221,H8MO07223,1
1222,H8GA07201,210
1223,S4WV00159,157
1224,H8IA02043,95
1225,H0UT02302,29
1226,H0TX11248,4
1227,H0MD05225,7
1228,H8TX03123,121
1229,H2NY14037,103
1230,H0NV04072,6
1231,H8PA05071,75
1232,H4AZ07043,47
1233,S0NH00300,1
1234,H0NY15160,50
1235,S4TX00433,2
1236,H8CA52052,1
1237,H2CA06259,53
1238,H0WA10075,17
1239,H0WV01114,2
1240,H6GA05217,56
1241,S8MS00287,306
1242,H6FL19087,3
1243,H0OK05205,2
1244,H8ME01120,4
