,CAND_ID,numdonat
614,H8PA15211,1
615,H8UT04053,747
616,H8VA10122,263
617,H8WI03103,6
618,H8AZ08158,269
619,H8FL07070,14
620,H8MA03122,6
621,H8NJ11175,6
622,H8NY19173,57
623,H8TN02200,4
624,S8NY00082,7
625,H6TX06203,3
626,H8IL08119,12
627,P60006111,96
628,H0AR01083,11
629,H8FL02105,1
630,H8PA17050,94
631,S8VA00305,9
632,H6IL18161,7
633,H6NY19193,13
634,H8IN08141,11
635,H8NY19223,100
636,H8NY21344,13
637,S6WY00126,2
638,H2CA28113,116
639,H2NJ05014,53
640,H4MA06090,149
641,H6CA48245,36
642,H8IA04114,3
643,H8PA04108,7
644,S8AZ00197,15754
645,H2MI17023,2
646,H2NY13096,28
647,H2WA06129,76
648,H8ID01215,2
649,H8MS03125,30
650,H8PA07200,279
651,H2CA02142,34
652,H8FL22079,2
653,H8MD06176,6
654,H8NJ07173,16
655,H8NY19231,12
656,H8TN04099,120
657,H8TX05144,16
658,H8WA08205,194
659,S6IL00151,68
660,H2FL14053,86
661,H2OH09031,23
662,H6IN03229,79
663,H6PA07113,4
664,H8CA50148,1
665,H8IL14067,1452
666,H8MN07110,2
667,S8MN00578,3508
668,H0NY18065,4
669,H2FL06109,32
670,H4NC12100,8
671,H6CA22125,124
672,H6FL18121,2
673,H8GA02061,2
674,H8NV03036,61
675,H8NY25105,58
676,H0MO07113,24
677,H2AZ08102,119
678,H4CO04090,33
679,H8CA39166,6
680,H8FL18010,9
681,H8OK05109,312
682,H8TX07116,28
683,H8VA10080,38
684,S8MA00326,5
685,H0WA03161,22
686,H4NE02054,8
687,H6VA05142,28
688,H8FL06098,1204
689,S8NJ00558,1
690,H0FL08208,8
691,H0OH12062,26
692,H2MD05155,222
693,H6CA31134,17
694,H8IA03124,2983
695,S4AK00099,27
696,S6RI00221,2476
697,H4ID01065,8
698,H6IA02146,167
699,H8SC04391,6
700,S6GA00119,4
701,H0MO04086,152
702,H2FL25018,74
703,H2PA04135,336
704,H4PA18131,27
705,H4TX06117,1
706,H8CT01046,48
707,H8MI06163,5
708,H0OR04081,192
709,H0RI01073,110
710,H8CO03218,8
711,H8KS02157,6
712,H8NC03076,2
713,S8AZ00221,23168
714,H4TX09095,12
715,H6NJ12136,321
716,H8MA03072,49
717,H8MS04438,12
718,H8VA06138,76
719,S2AZ00141,538
720,H2GA13012,8
721,H4AL01123,31
722,S6NC00266,245
723,H2CA37023,63
724,H2GA09150,87
725,H8CA13096,1
726,H8IL09067,65
727,H8NM01323,2
728,H8PA14065,52
729,H2MN07014,29
730,S6NJ00289,1490
731,H0PA10078,30
732,H6WI08155,166
733,H8CA27112,2
734,H8FL05140,6
735,H8IL10131,34
736,H8KY01074,5
737,H8ME02151,6
738,H8NE01081,8
739,H8PA18181,1431
740,S6IL00292,33
741,H2NC11080,839
742,H2WI02124,57
743,H4NJ01084,95
744,H6CA49102,8
745,H6OH04082,214
746,H6TN09068,22
747,H8NY15148,2056
748,H8PA11061,10
749,H8TX21158,1
750,H8WV01075,95
751,S4VT00017,3
752,S8DE00079,186
753,H2IL01042,3
754,H8KY06164,6895
755,S8NM00184,49
756,H4VA10089,1321
757,H6AK00045,130
758,H6FL08221,20
759,H6FL23063,799
760,H8FL12088,155
761,H8NY01155,296
762,H8TX13163,6
763,H0OH18077,23
764,H6DE00206,27
765,H6NC13129,358
766,H8MN05155,1
767,H8MN05239,459
768,H8NV04042,9
769,H8PA09065,8
770,H8PA12119,1
771,H8WA03198,1157
772,S8AL00308,26
773,H2IN05082,52
774,H8FL01115,13
775,H8IA03181,14
776,H8MD06143,135
777,H8ME02177,1
778,H8VA07060,3
779,H8WI08045,164
780,S2NM00088,1226
781,S6CO00226,2
782,S6IN00191,82
783,S6MD03441,9
784,H2NJ10154,14
785,H2TX05121,16
786,H8IL06154,4
787,H8MI11320,192
788,H8TN02119,14
789,S8MS00261,172
790,H4WI04183,39
791,H6PA01165,6
792,H6PA16296,16
793,H8CA39174,666
794,H8IL14174,2544
795,H8PA07259,2
796,H8TX02067,145
797,H8WI00018,7
798,H0TX07055,198
799,H8CA09060,285
800,H8MA03197,19
801,H8MN01329,8
802,H4IL03077,49
803,H8AR01029,21
804,H8NC10097,12
805,H8NJ10110,9
806,H8PA04090,1073
807,H8UT03139,2
808,H2CA00104,9
809,H2TX26093,20
810,H6CA39020,81
811,H8CO01162,1
812,H8IA04106,2997
813,H8PA15245,61
814,S8VT00158,1
815,H6AL04098,48
816,H6WY00159,22
817,H8MI13250,257
818,H8NH01277,10
819,H8NY06048,14
820,H8OK02148,5
821,H8TX23121,3613
822,H8WV02107,21
823,S8OH00086,36
824,H4VA07143,1379
825,H8AL03054,164
826,H8CA51062,1
827,H8FL27185,142
828,H8OH12164,2
829,H8MN03143,1072
830,H8PA11095,61
831,S4CO00395,48
832,S8TX00319,16
833,H0FL12101,1
834,H4TX10028,21
835,H8CT04214,23
836,H8LA03094,20
837,H8MI11254,2049
838,H8NY23225,2
839,S8NJ00285,5
840,H0AL02087,19
841,H0CA49055,13
842,H4TX04153,24
843,H8AZ06103,34
844,H8FL06130,1
845,H8WI01123,9260
846,S4MA00028,87
847,S8ME00155,43
848,H0IN08114,8
849,H6TX19099,29
850,H8HI01192,42
851,H8TX19103,1
852,H8VA10098,76
853,S0UT00165,26
854,H2AZ07070,131
855,H4CA16049,47
856,H8AR02134,5
857,H8CA52102,32
858,H8MA08071,11
859,H8NM03196,81
860,H8TN09114,10
861,S6LA00359,1
862,S8IN00163,73
863,H2OR01133,56
864,H4IL07037,1
865,H4IL17077,2
866,H4SC01073,76
867,H8AL06099,100
868,H8CA39224,6
869,H8CO05130,38
870,H8ID01181,1
871,S8MO00202,65
872,H6FL09070,107
873,H8CA40206,6
874,H8MI09118,112
875,H8MN03150,15
876,H8MO09153,120
877,H8TX19111,14
878,H4MI07103,53
879,H4MI12079,37
880,H4TX13014,135
881,H8CA37293,1
882,H8GA10197,2
883,H8TX03099,649
884,H8TX07132,25
885,H8VA10155,6
886,H8CA15117,6
887,H8CA20059,7025
888,H8NC09123,1547
889,H8NV04059,40
890,H8UT03238,18
891,S2UT00229,1
892,S4OK00083,10
893,H4MI04118,22
894,H8AZ06095,13
895,H8MD06200,1
896,H8NE03095,15
897,S8WY00189,184
898,H0TX17104,18
899,H6FL11126,10
900,H6ME01207,4
901,H8TN07076,152
902,S4AR00103,57
903,S8TN00386,3694
904,H2CA00120,388
905,H6PA16320,42
906,H8FL06106,5
907,H8NJ04188,688
908,H8TX09138,77
909,H8VA05171,1174
910,S0DE00092,32
911,S0IN00053,16
912,S4LA00065,30
913,S4OK00232,9
914,H8CA01109,30
915,H8PA07101,29
916,S0AR00150,2
917,S8RI00128,70
918,H2FL08063,13
919,H8FL26039,1598
920,H8OH12271,2
921,H8OR02161,139
922,H8VA06096,3
923,S8NV00149,2
924,H0SC03077,96
925,H6AZ01199,380
926,H8KY06172,67
927,S6ME00159,66
928,S8MI00372,5448
929,H0MN01045,155
930,H2TX33040,29
931,H4CA24142,43
932,H8FL05157,1
933,H8ME01203,87
934,S6AZ00233,85
935,S8MA00268,19
936,S8ME00130,407
937,S8WI00216,132
938,H0CA10149,19
939,H2PA17079,361
940,H6FL08213,101
941,H8MI08110,2
942,H8NY12129,218
943,H8VA10130,16
944,S6LA00318,1
945,S8OH00102,583
946,S8PA00296,1
947,H0WV01072,77
948,H4AS00036,29
949,H4AZ06045,53
950,H8CA12270,1
951,H8FL03038,3
952,H8GA06377,2
953,H8WI01131,37
954,S2CT00132,5154
955,H6FL27031,1
956,H6MN04236,1
957,H8CO07086,39
958,H8MI06155,764
959,H8WI09050,6
960,P20003984,15
961,S8MT00275,44
962,H4MI11097,8
963,H8GA06286,7896
964,H8PA12101,1
965,H8SC05174,1556
966,H2IL10068,6097
967,H4OH04046,378
968,H8KY03211,41
969,H8SC01116,951
970,H8WA08189,1965
971,S2TX00106,47
972,S8CT00121,4
973,H0OH06189,48
974,H2VI00082,31
975,H8KS03122,63
976,H8MD01193,312
977,H8MT01232,1745
978,H0MO06073,54
979,H6NJ05171,1159
980,H8FL21055,4
981,H8LA02054,43
982,H8MA06133,71
983,H8MT00119,16
984,S2MT00096,19
985,H0GA07133,32
986,H0TN04195,2
987,H6FL01119,107
988,H8OR05107,55
989,H4MO08162,28
990,H6GA06116,8
991,H8FL13136,2
992,H8IN06152,8
